iteration,session,run,obj_init,obj_found,diff_seg_reward,current_seg_reward,expected_reward,loss
38,0,8,4,4,0.2954095959663391,0.8593347668647766,12.083591975535924,4.8386283
39,1,9,4,2,0.0,0.1905785083770751,4.352150917053223,1.9995975
40,2,9,4,2,0.0418748259544372,0.2324533343315124,3.612719928327252,4.802963
41,3,9,4,3,0.2985724568367005,0.5310257911682129,12.433110892440498,5.219209
42,4,9,4,3,0.0101087093353271,0.5411345005035401,3.6163718501832136,3.47602
43,5,9,4,3,-0.0231735706329345,0.5179609298706055,3.720329247836844,0.07858698
44,6,9,4,3,0.0204750895500183,0.5384360194206238,3.5128628038571748,3.4371274
45,7,9,4,3,0.0174633264541625,0.5558993458747864,3.078203381088372,3.1426532
46,8,9,4,3,0.0060194134712219,0.5619187593460083,2.815260258597405,2.3256176
47,9,9,4,3,-0.0037313103675842,0.5581874489784241,2.8872862830142907,1.4808636
48,10,9,4,3,-0.0188730955123901,0.539314353466034,2.760316495794939,1.0511469
49,11,9,4,3,-0.0130005478858947,0.5263138055801392,2.826222488277935,2.335721
50,12,9,4,3,-0.0029918551445007,0.5233219504356384,4.040432833618056,0.64675045
51,13,9,4,3,-0.0047702193260192,0.5185517311096192,2.991611448390003,4.5650606
52,14,9,4,3,0.0137560963630676,0.5323078274726868,2.735913251182652,2.2659883
53,15,9,4,3,-0.0075085759162902,0.5247992515563965,2.057461513078792,1.3079271
54,16,9,4,3,0.032214343547821,0.5570135951042176,2.0919370032206785,1.2333004
55,17,9,4,3,-0.006854236125946,0.5501593589782715,2.069802028636317,0.79496837
56,18,9,4,3,0.0188426375389099,0.5690019965171814,1.7370641617611824,0.0001415196
57,19,9,4,3,-0.0165632963180542,0.5524387001991272,1.0834174156188965,0.36478138
58,20,9,4,3,0.0011056065559387,0.5535443067550659,1.803679394102133,0.5790652
59,21,9,4,3,0.00138920545578,0.554933512210846,1.4186085355970732,1.1998137
60,22,9,4,3,0.0097177028656005,0.5646512150764466,1.4243055308127168,1.0220703
61,23,9,4,3,-0.0042927861213684,0.5603584289550781,1.6853123262569485,0.82872474
62,24,9,4,3,-0.0086258649826049,0.5517325639724732,1.4060526017632924,1.2728577
63,25,9,4,3,-0.001476764678955,0.5502557992935181,1.6490917901892317,2.0321798
64,26,9,4,3,-0.0117774605751037,0.5384783387184143,1.251904226735732,0.034192357
65,27,9,4,3,0.0021320581436157,0.54061039686203,1.1878849489676782,0.59825385
66,28,9,4,2,-0.331675386428833,0.208935010433197,-9.797350441800749,9.844173
67,29,9,4,3,0.2970500349998474,0.5059850454330445,10.100183250056393,7.1345882
68,30,9,4,3,-0.0122050642967224,0.493779981136322,1.7473854160258355,1.0679702
69,0,9,4,3,0.0457283854484558,0.5395083665847779,1.6123052160389904,0.5524001
70,1,10,3,1,0.0,0.0510058879852294,1.1286799907684326,0.040928625
71,2,10,3,1,0.0189077258110046,0.0699136137962341,1.1451901785972185,0.6442791
72,0,10,3,3,0.6913163781166076,0.7612299919128418,48.80137271178559,48.332558
73,1,11,2,0,0.0,-0.2,1.2754491567611694,0.24295005
74,0,11,2,2,0.951388132572174,0.7513881325721741,91.9424316180913,88.97798
75,1,12,3,2,0.0,0.4614504814147949,1.591113567352295,0.8175194
76,0,12,3,3,0.3960319519042968,0.8574824333190918,16.748063469363842,13.194815
77,1,13,5,3,0.0,0.3173669815063476,1.2106021642684937,0.3907054
78,2,13,5,4,0.2729777336120606,0.5903447151184082,8.486771294200484,5.49467
79,0,13,5,5,0.2513961791992187,0.841740894317627,8.492869759211317,4.7470164
80,1,14,5,1,0.0,-0.2320031642913818,3.2218573093414307,2.1368868
81,2,14,5,3,0.5097198963165284,0.2777167320251464,27.15515810673264,25.609806
82,3,14,5,3,0.0272088050842285,0.304925537109375,1.7425499738174042,0.3690944
83,4,14,5,2,-0.2585288524627686,0.0463966846466064,-4.494070988359685,8.212564
84,5,14,5,2,-0.0011959552764892,0.0452007293701171,1.1439254486356276,0.9499066
85,6,14,5,3,0.246082067489624,0.2912827968597412,7.622347554801536,4.863115
86,7,14,5,3,0.0007320880889892,0.2920148849487304,1.4712796914502633,1.0756254
87,8,14,5,4,0.2545115947723389,0.5465264797210694,8.105874250122955,4.543106
88,9,14,5,3,-0.25707106590271,0.2894554138183594,-4.618962409180543,3.1888933
89,10,14,5,3,0.0110026836395263,0.3004580974578857,1.9985080586959607,0.33077917
90,11,14,5,4,0.253486442565918,0.5539445400238038,8.963120530770542,4.029975
91,12,14,5,3,-0.25129714012146,0.3026473999023437,-3.5180889897476435,9.331459
92,13,14,5,4,0.2368049621582031,0.5394523620605469,8.477163223607933,2.38444
93,14,14,5,4,0.0382853507995605,0.5777377128601074,2.8992120491393507,1.8824923
94,15,14,5,4,0.0226587772369384,0.6003964900970459,3.2004687866995027,2.2727528
95,16,14,5,4,0.0030689716339111,0.603465461730957,3.1979318718115337,3.1362505
96,17,14,5,4,-0.0209238052368163,0.5825416564941407,2.9580078152030183,2.2965999
97,18,14,5,4,0.0010185241699218,0.5835601806640626,2.3746392997563817,1.7900507
98,19,14,5,4,-0.0044748783111572,0.5790853023529053,2.0639133693928216,0.47777337
99,20,14,5,3,-0.2507364749908448,0.3283488273620605,-4.087830185204669,7.705141
100,21,14,5,3,0.0097474575042724,0.338096284866333,2.3592632556703848,1.3534405
101,22,14,5,3,-0.006557273864746,0.3315390110015869,1.8356803413735177,1.9838848
102,23,14,5,4,0.2715301036834717,0.6030691146850586,8.8757516187909,6.4082913
103,24,14,5,4,0.007276439666748,0.6103455543518067,1.628983832074482,0.79134476
104,0,14,5,5,0.2384050369262694,0.8487505912780762,7.470820677761362,3.9254136
105,1,15,4,3,0.0,0.5667715311050415,1.6651155948638916,1.4859219
106,2,15,4,3,-0.0302015542984008,0.5365699768066406,1.702138381243401,1.0228522
107,0,15,4,4,0.3421956658363342,0.8787656426429749,13.473817470632312,9.661922
108,1,16,4,3,0.0,0.5307793259620667,1.9465017318725584,1.4677105
109,2,16,4,3,0.0291770696640014,0.5599563956260681,1.844012185163649,1.616703
110,3,16,4,3,-0.0068055987358093,0.5531507968902588,1.733086011063719,1.0547379
111,4,16,4,2,-0.3068931460380554,0.2462576508522033,-7.755841595973852,10.495302
112,5,16,4,2,-0.0036514997482299,0.2426061511039733,1.358694921865606,1.3581473
113,6,16,4,3,0.2895093321800232,0.5321154832839966,9.71619046686364,6.6930494
114,0,16,4,4,0.3006418704986572,0.8327573537826538,10.352559400648031,7.16244
115,1,17,5,4,0.0,0.4933475494384766,1.5034000873565674,0.7420025
116,0,17,5,5,0.3551465034484863,0.8484940528869629,13.82891851481054,12.428457
117,1,18,4,3,0.0,0.5190215349197388,1.233293533325195,0.7806848
118,0,18,4,4,0.3257760763168335,0.8447976112365723,11.948759346151803,11.2495
119,1,19,4,3,0.0,0.5409997940063477,1.1377636194229126,0.99270165
120,0,19,4,4,0.314820921421051,0.8558207154273987,11.086454501335892,11.2451
121,1,20,4,2,0.0,0.1821644783020019,1.1972943544387815,0.69086874
122,2,20,4,3,0.323811686038971,0.5059761643409729,11.828990584254957,9.0002985
123,3,20,4,3,0.0231906771659851,0.529166841506958,1.239379720201228,0.81333315
124,4,20,4,3,-0.0036898851394653,0.5254769563674927,1.154465997043587,0.5650426
125,5,20,4,3,-0.0017166137695312,0.5237603425979614,1.002890476724133,0.32473418
126,6,20,4,3,0.0083533525466918,0.5321136951446533,1.0775628623128457,0.29170144
127,7,20,4,3,0.0021618008613586,0.534275496006012,1.0627862593855897,0.038961
128,8,20,4,3,0.0081594586372375,0.5424349546432495,1.0804127023889265,0.30755967
129,0,20,4,4,0.2960050463676452,0.8384400010108948,9.773374668188367,10.620296
130,1,21,4,3,0.0,0.4758336782455444,1.249590516090393,0.32685536
131,0,21,4,4,0.3359932661056518,0.8118269443511963,12.545200576929858,12.407515
132,1,22,5,4,0.0,0.5613131999969483,1.3089889287948608,0.67463315
133,0,22,5,5,0.2786598682403564,0.8399730682373047,9.047348527274377,5.942765
134,1,23,2,0,0.0,-0.2,1.3482062816619873,0.93575954
135,2,23,2,1,0.4811794221401215,0.2811794221401215,24.410099550016188,23.288828
136,3,23,2,1,-0.0104032754898071,0.2707761466503143,1.3834944552335742,0.71195376
137,4,23,2,0,-0.4707761466503143,-0.2,-21.03049341592609,23.125963
138,5,23,2,1,0.4507234156131744,0.2507234156131744,21.346309125560257,18.607464
139,6,23,2,1,0.0009880065917968,0.2517114222049713,1.193971140368376,0.06907466
140,7,23,2,1,0.0365003943443298,0.2882118165493011,1.1469454108870565,0.633602
141,8,23,2,1,-0.0120669901371002,0.2761448264122009,1.0239418257072508,0.29572445
142,9,23,2,1,-0.0005860328674316,0.2755587935447693,0.897687185554787,0.6402936
143,10,23,2,0,-0.4755587935447693,-0.2,-21.66679929905821,22.860582
144,11,23,2,0,0.0,-0.2,0.8315256834030151,0.39898622
145,12,23,2,0,0.0,-0.2,0.878209114074707,0.6122656
146,13,23,2,0,0.0,-0.2,0.816536009311676,0.36862653
147,14,23,2,0,0.0,-0.2,0.8769407868385315,0.28200263
148,15,23,2,0,0.0,-0.2,0.8206381797790527,1.8420286
149,16,23,2,0,0.0,-0.2,0.9290463328361512,2.425997
150,17,23,2,0,0.0,-0.2,0.9851952195167542,0.42868155
151,18,23,2,0,0.0,-0.2,0.8434292674064636,0.28284746
152,19,23,2,0,0.0,-0.2,0.8278975486755371,0.045541335
153,20,23,2,0,0.0,-0.2,0.876879096031189,0.30799168
154,21,23,2,0,0.0,-0.2,0.8605099320411682,0.60958755
155,22,23,2,0,0.0,-0.2,0.8383199572563171,0.38717592
156,23,23,2,0,0.0,-0.2,0.9024235010147096,0.34043705
157,24,23,2,0,0.0,-0.2,0.8390747904777527,0.13063732
158,25,23,2,0,0.0,-0.2,0.7251836657524109,0.43639466
159,26,23,2,0,0.0,-0.2,0.7289658188819885,0.24126956
160,27,23,2,0,0.0,-0.2,0.802028238773346,0.19665676
161,28,23,2,0,0.0,-0.2,0.6980260610580444,0.2575256
162,29,23,2,0,0.0,-0.2,0.7240468859672546,0.2593596
163,30,23,2,0,0.0,-0.2,0.6846883296966553,0.7110034
164,0,23,2,0,0.0,-0.2,0.6317279934883118,0.23661698
165,1,24,3,1,0.0,0.0655813694000244,0.6877385377883911,0.5875044
166,2,24,3,1,0.0005815227826436,0.066162892182668,0.6358353109962249,0.06602805
167,3,24,3,2,0.3508665521939595,0.4170294443766276,12.902543732869503,12.564473
168,4,24,3,2,-0.009763479232788,0.4072659651438395,0.8022086205944561,0.08041019
169,5,24,3,2,0.0045077800750732,0.4117737452189127,0.7022381686658719,0.44407633
170,0,24,3,3,0.341181214650472,0.7529549598693848,12.30604382622318,10.423058
171,1,25,6,3,0.0,0.0922078212102253,0.6393473744392395,0.2415622
172,2,25,6,4,0.2669883728027344,0.3591961940129598,7.736061842704662,5.943712
173,3,25,6,5,0.2182206074396769,0.5774168014526367,5.407200000227785,3.6686378
174,4,25,6,4,-0.2425112883249918,0.3349055131276449,-5.140135723776766,5.881559
175,5,25,6,4,0.026496410369873,0.3614019234975179,0.9108140962134712,0.16866827
176,6,25,6,4,-0.009467085202535,0.3519348382949829,0.6669226898819273,0.26374477
177,7,25,6,4,0.0062941710154215,0.3582290093104044,0.6912747983157663,0.048714746
178,8,25,6,3,-0.2207826534907023,0.1374463558197021,-4.123277960765645,5.023607
179,9,25,6,5,0.4641367117563884,0.6015830675760905,22.24831509529701,21.511477
180,10,25,6,5,-0.0065927505493164,0.5949903170267741,0.7145793381168914,0.90571666
181,11,25,6,5,0.0038519700368245,0.5988422870635987,0.7333234837509381,0.24538137
182,12,25,6,5,-0.0154291788736978,0.5834131081899008,0.7746205528318469,0.23174235
183,13,25,6,5,-0.0083352724711101,0.5750778357187907,0.7439336971655292,0.28869545
184,14,25,6,4,-0.2285090446472168,0.3465687910715738,-4.482212093332239,5.215316
185,15,25,6,5,0.2392064094543457,0.5857752005259196,6.557342484325092,4.535654
186,16,25,6,5,0.0246068636576335,0.6103820641835531,0.7961355230558591,0.40420267
187,17,25,6,5,0.0072227319081623,0.6176047960917155,0.7426766836167138,0.24286933
188,18,25,6,5,-0.0020488103230793,0.6155559857686361,0.7555979225625278,0.2510294
189,19,25,6,5,0.0057003498077392,0.6212563355763754,0.7441211858642873,0.28902414
190,20,25,6,5,0.0060602029164631,0.6273165384928385,0.7368744077157569,0.23526545
191,21,25,6,5,0.0037405490875244,0.6310570875803629,0.8461488598497908,0.73079205
192,22,25,6,5,0.0077554384867351,0.638812526067098,0.8394645231578075,0.37385178
193,23,25,6,5,-0.0063035488128662,0.6325089772542318,0.8257314675554426,0.22351849
194,24,25,6,5,0.0016574064890543,0.6341663837432862,0.7565566119538086,0.002595926
195,25,25,6,5,-0.0037086009979248,0.6304577827453614,0.7514098337048836,1.047147
196,26,25,6,5,0.0033624172210693,0.6338201999664307,0.6442784707562623,0.3747502
197,27,25,6,5,0.0023883978525797,0.6362085978190104,0.7623985689533835,0.20621933
198,28,25,6,5,0.0089731216430664,0.6451817194620768,0.7603716827907192,0.29822725
199,29,25,6,5,-0.006441593170166,0.6387401262919108,0.6098990687305559,0.00055455754
200,30,25,6,5,-0.0042411486307779,0.6344989776611328,0.5305073409252954,0.0026551324
201,0,25,6,5,0.0026996930440267,0.6371986707051596,0.597196925264244,0.105818994
202,0,26,3,3,,0.8462570508321127,,
203,1,27,3,2,0.0,0.4619129737218221,0.5577735304832458,0.0022494209
204,2,27,3,2,0.0416984955469766,0.5036114692687989,0.9977234489186594,0.72046185
205,0,27,3,3,0.3625430425008138,0.8661545117696127,13.74092637150938,13.3470545
206,1,28,4,3,0.0,0.5660297513008118,0.4939136207103729,0.09780684
207,2,28,4,3,-0.0217880606651306,0.5442416906356812,0.5313964303748975,0.10674087
208,3,28,4,3,-0.0083313584327697,0.5359103322029114,0.4615093035241528,0.49699056
209,0,28,4,4,0.3073519229888916,0.843262255191803,9.938638159457923,9.367049
210,1,29,6,3,0.0,0.0926897843678791,0.5204525589942932,0.110009424
211,2,29,6,4,0.2515419085820516,0.3442316929499308,7.09858688233484,5.552702
212,3,29,6,5,0.2314964691797893,0.5757281621297201,6.216270431875134,5.2910204
213,4,29,6,5,0.0207501252492268,0.5964782873789469,0.9412635998105792,0.45175782
214,5,29,6,5,0.0006081263224284,0.5970864137013754,0.6383403808484016,0.06743662
215,6,29,6,3,-0.4598270575205486,0.1372593561808268,-20.48227294400207,21.256752
216,7,29,6,4,0.2126298904418945,0.3498892466227213,5.138243693454569,3.3151052
217,8,29,6,3,-0.2048620144526163,0.1450272321701049,-3.5334090374214364,4.307419
218,9,29,6,4,0.2207520961761475,0.3657793283462524,5.562750039158575,4.7365866
219,10,29,6,3,-0.219467298189799,0.1463120301564534,-4.14048739567019,5.053364
220,11,29,6,4,0.2201284329096476,0.366440463066101,5.429384825669035,5.1319757
221,12,29,6,4,0.0210491816202799,0.387489644686381,0.6420143146828599,0.13942017
222,13,29,6,4,-0.0062548319498697,0.3812348127365112,0.7251528279480732,0.074766695
223,14,29,6,5,0.24854363600413,0.6297784487406413,6.799209819691447,4.8116946
224,15,29,6,4,-0.2446204582850138,0.3851579904556274,-5.293118340115148,4.9942393
225,16,29,6,5,0.2221290826797485,0.607287073135376,5.670840803406522,4.745387
226,17,29,6,5,0.0117913881937662,0.6190784613291422,0.8849604786738482,0.47201857
227,0,29,6,6,0.2464890638987223,0.8655675252278646,6.728683415515385,4.3673024
228,1,30,4,3,0.0,0.494745934009552,0.7519064545631409,0.21174653
229,2,30,4,2,-0.2640504598617554,0.2306954741477966,-6.274958557975938,6.3330398
230,3,30,4,2,-0.0558284521102905,0.1748670220375061,0.4472974159997989,0.48540846
231,0,30,4,4,0.6635350108146667,0.8384020328521729,44.994658753566696,43.02195
232,1,31,4,2,0.0,0.1978127837181091,0.8044403195381165,0.7202289
233,2,31,4,3,0.3104515433311463,0.5082643270492554,10.425808639107476,8.312275
234,3,31,4,2,-0.2728389859199524,0.2354253411293029,-6.596417244042658,6.4022303
235,4,31,4,3,0.2803605556488037,0.5157858967781067,8.966797486808222,6.651026
236,5,31,4,2,-0.2632821559906006,0.2525037407875061,-5.747871659778187,7.8230705
237,6,31,4,3,0.2837490200996399,0.536252760887146,9.13827733943528,6.220771
238,0,31,4,4,0.2958735585212707,0.8321263194084167,10.216063585095768,7.2673626
239,1,32,5,2,0.0,0.0639678001403808,0.8978757858276367,0.003628419
240,2,32,5,3,0.2762680053710938,0.3402358055114746,8.577911943430085,6.1914396
241,3,32,5,3,0.0012844085693358,0.3415202140808105,1.108352526804083,0.2272963
242,4,32,5,3,0.0059863090515136,0.3475065231323241,1.0267787371203667,0.8385973
243,5,32,5,3,-0.0081155776977538,0.3393909454345703,1.1678379113109258,0.39443377
244,6,32,5,3,-0.0144067764282226,0.3249841690063477,1.2457095471581852,0.2896263
245,7,32,5,3,-0.0022548675537109,0.3227293014526367,0.988837525001145,1.0527923
246,8,32,5,3,-0.0191222667694092,0.3036070346832275,1.0075719652811586,0.3898566
247,9,32,5,3,-0.0259342670440673,0.2776727676391601,0.9109427686014442,0.14100209
248,10,32,5,3,0.0238324165344238,0.301505184173584,0.954774150603953,0.47459903
249,11,32,5,3,0.0260408401489257,0.3275460243225097,0.957951936525205,0.6370895
250,12,32,5,4,0.2739706039428711,0.6015166282653809,8.262063193807993,6.8712316
251,13,32,5,4,-0.0398311138153075,0.5616855144500733,0.6043120686479145,0.38655427
252,14,32,5,4,0.0092854976654052,0.5709710121154785,0.9832816684049702,0.13451597
253,15,32,5,4,0.0102778434753417,0.5812488555908203,0.7295257779996973,0.6707121
254,16,32,5,4,-0.0122838020324707,0.5689650535583496,0.7503836501045953,0.00184943
255,17,32,5,4,0.0248756885528564,0.5938407421112061,0.8783591941830766,0.19370374
256,18,32,5,4,-0.0100312232971191,0.5838095188140869,0.6771195843457463,0.41776013
257,19,32,5,4,-0.0052998065948486,0.5785097122192383,0.7457239770699289,0.15206112
258,20,32,5,4,0.0190056800842285,0.5975153923034668,0.7375569746809562,0.23106481
259,21,32,5,4,0.008937644958496,0.6064530372619629,0.785142953016475,0.17668317
260,22,32,5,4,0.0048387050628662,0.6112917423248291,0.798128223878166,0.23982298
261,23,32,5,4,-0.002958869934082,0.6083328723907471,0.6728406367437856,0.38428366
262,24,32,5,4,0.0066870212554931,0.6150198936462402,0.5842732443800287,0.2754108
263,25,32,5,4,0.0022298812866211,0.6172497749328614,0.61147435030216,0.07486349
264,26,32,5,4,-0.009078311920166,0.6081714630126953,0.5968418312395442,0.15331823
265,27,32,5,4,-0.0023621082305907,0.6058093547821045,0.6309036648015081,0.34803125
266,0,32,5,5,0.2409148693084716,0.8467242240905761,6.384068695857645,4.6362143
267,1,33,3,2,0.0,0.4878356695175171,0.6674932837486267,0.122915186
268,2,33,3,2,-0.0124077399571737,0.4754279295603434,0.6128143898273808,0.25354522
269,3,33,3,2,0.013002077738444,0.4884300072987875,0.6701735609874758,1.1564463
270,4,33,3,2,0.0014467239379882,0.4898767312367758,0.6694391064847878,0.009577291
271,0,33,3,3,0.3466746966044107,0.8365514278411865,12.702358026064855,11.537683
272,1,34,3,1,0.0,0.0390702168146769,0.6378858685493469,0.26178136
273,2,34,3,2,0.3555479605992635,0.3946181774139404,13.221468054099516,11.848175
274,3,34,3,2,0.0248864491780599,0.4195046265920004,0.7226158558640036,0.096374586
275,4,34,3,2,0.0508842865626016,0.4703889131546021,1.0686801423085004,0.14196959
276,5,34,3,2,0.0080644687016805,0.4784533818562826,0.715036673778444,0.08492879
277,6,34,3,2,-0.0019971529642741,0.4764562288920084,0.6062517289003355,0.0925277
278,7,34,3,2,0.0082305272420247,0.4846867561340332,0.6130829161269907,0.106383115
279,8,34,3,2,0.0022728443145751,0.4869596004486084,0.6635455971920692,0.37014672
280,9,34,3,2,0.0036728382110595,0.490632438659668,0.7115448730621665,0.10309077
281,10,34,3,2,0.0024893681208292,0.4931218067804972,0.6784074165211741,0.28210172
282,11,34,3,2,0.0030405124028524,0.4961623191833496,0.597002807806051,0.48219344
283,12,34,3,1,-0.4041390776634216,0.0920232415199279,-15.686580876463168,16.381937
284,13,34,3,1,-0.0037140051523844,0.0883092363675435,0.5782777539667576,0.24943916
285,14,34,3,2,0.3334634264310201,0.4217726627985636,11.722649286502438,10.791437
286,15,34,3,2,0.0011983712514241,0.4229710340499878,0.5986340859739003,0.1967263
287,16,34,3,2,-0.003777782122294,0.4191932519276937,0.6167273023758387,0.16404451
288,17,34,3,2,0.0244363943735758,0.4436296463012695,0.6117345847954866,0.9214008
289,0,34,3,3,0.3398042678833007,0.7834339141845703,12.177800662237132,10.582561
290,1,35,2,1,0.0,0.3335650205612183,0.5963028073310852,0.23401187
291,2,35,2,1,0.017797976732254,0.3513629972934723,0.639768092341658,0.16500945
292,3,35,2,1,0.007877379655838,0.3592403769493103,0.6734056379437767,0.04445918
293,4,35,2,1,-0.015626311302185,0.3436140656471252,0.6074933556982955,0.013571612
294,5,35,2,1,0.0109175145626068,0.3545315802097321,0.5745274544573853,0.23193128
295,6,35,2,1,-0.0249492526054382,0.3295823276042938,0.5231894659618632,0.1736661
296,7,35,2,1,0.0117923319339752,0.341374659538269,0.5880720879474133,0.14812993
297,8,35,2,1,0.0017826855182647,0.3431573450565338,0.5397574749578418,0.006990271
298,9,35,2,1,0.0039099156856536,0.3470672607421875,0.5622321408640722,0.870188
299,10,35,2,1,0.0050836205482482,0.3521508812904358,0.5671564752634737,0.14521101
300,11,35,2,1,0.0022650063037872,0.354415887594223,0.5681233487847273,0.14478895
301,12,35,2,1,0.0011711120605468,0.3555869996547699,0.5249183178530075,0.18999182
302,0,35,2,2,0.4929609954357147,0.8485479950904846,24.91461283290457,23.772734
303,1,36,4,2,0.0,0.2542779326438903,0.5319633483886719,0.00010657621
304,2,36,4,3,0.3079527378082276,0.5622306704521179,10.031128719160057,8.447789
305,3,36,4,3,0.0052642226219177,0.5674948930740357,0.5617073230609009,0.14316629
306,4,36,4,3,-0.0027699470520019,0.5647249460220337,0.6725874842441044,0.097216316
307,5,36,4,3,0.0018380880355834,0.5665630340576172,0.4886875328948576,0.013939936
308,6,36,4,3,0.0025026202201843,0.5690656542778015,0.5544400067042403,0.113684505
309,7,36,4,3,-0.0154453516006469,0.5536203026771546,0.5261130096895954,0.15888225
310,8,36,4,3,-0.0004751086235046,0.5531451940536499,0.4997683340857151,0.1778979
311,9,36,4,3,-0.003944993019104,0.5492002010345459,0.5347575944187497,0.11333792
312,10,36,4,3,0.0050737261772155,0.5542739272117615,0.5552495169245191,0.00040023043
313,11,36,4,3,-0.0012078881263732,0.5530660390853882,0.5464604028887692,0.14490362
314,12,36,4,3,-0.0045174956321716,0.5485485434532166,0.528288927605999,0.92600083
315,13,36,4,3,0.0141089558601379,0.5626574993133545,0.4757082869571292,0.17244507
316,14,36,4,3,0.0062407255172729,0.5688982248306275,0.6146133926100106,0.03579721
317,15,36,4,3,-0.0004602670669555,0.5684379577636719,0.4641145814520655,0.2965139
318,16,36,4,3,-0.0012074708938598,0.567230486869812,0.5190309825815689,0.07806465
319,17,36,4,3,-0.0034427642822265,0.5637877225875855,0.4470755513611948,0.165956
320,18,36,4,3,0.0063192248344421,0.5701069474220276,0.4473525160415335,0.09337151
321,19,36,4,3,-3.856420516967773e-05,0.5700683832168579,0.5009655657348588,0.06985666
322,20,36,4,3,-0.0333623886108398,0.5367059946060181,0.4232827839114179,0.34988007
323,21,36,4,3,0.016665756702423,0.5533717513084412,0.6098107630180181,0.09257879
324,22,36,4,3,0.0091603398323059,0.5625320911407471,0.4307687093444343,0.25416517
325,23,36,4,3,-0.0050135850906372,0.5575185060501099,0.5618876654129394,0.036093857
326,24,36,4,3,-0.005700945854187,0.5518175601959229,0.4534593065549757,0.21652122
327,25,36,4,3,0.0288977622985839,0.5807153224945069,0.643636516980223,0.039633337
328,26,36,4,3,-0.0073994398117065,0.5733158826828003,-0.0382249355316162,0.08829989
329,27,36,4,3,-0.0035151839256286,0.5698006987571717,0.5227764965771797,0.07171137
330,28,36,4,3,0.005087673664093,0.5748883724212647,0.4375022563990711,0.16451487
331,29,36,4,3,-0.0032235980033874,0.5716647744178772,0.3656182178806233,0.11092921
332,30,36,4,3,-0.0033221840858459,0.5683425903320313,0.4299480403995943,0.0374735
333,0,36,4,3,0.0016391277313232,0.5699817180633545,0.5079293609417164,0.056197166
334,1,37,4,2,0.0,0.225604224205017,0.4258770048618316,0.15791479
335,2,37,4,2,-0.0044262111186981,0.2211780130863189,0.3924422071899833,0.096338615
336,3,37,4,2,-0.0005164444446563,0.2206615686416626,0.4012483374304132,0.07115994
